07:17:18.217000,38.5,600,37.0,50,NaN,null,null
07:17:18.218000,38.5,600,37.0,50,NaN,null,null
07:17:19.127000,38.5,600,37.0,50,NaN,null,null
07:17:19.127000,38.5,600,37.0,50,NaN,null,null
07:36:45.902000,38.5,600,37.0,50,NaN,null,null
07:36:45.902000,38.5,600,37.0,50,NaN,null,null
07:49:26.490000,38.5,600,37.0,50,NaN,null,null
07:49:26.490000,38.5,600,37.0,50,NaN,null,null
07:54:21.913000,38.5,600,37.0,50,NaN,null,null
07:54:21.913000,38.5,600,37.0,50,NaN,null,null
08:00:36.044000,38.5,700,37.0,50,NaN,null,null
08:18:43.151000,38.5,700,37.0,50,NaN,null,null
08:18:43.151000,38.5,700,37.0,50,NaN,null,null
08:22:42.646000,38.5,700,37.0,50,NaN,null,null
08:22:42.647000,38.5,700,37.0,50,NaN,null,null
08:23:38.809000,39.15,22500,37.0,50,NaN,null,null
08:23:38.809000,39.15,22500,37.0,50,NaN,null,null
08:32:17.408000,39.15,22500,37.0,50,NaN,null,null
08:32:17.408000,39.15,22500,37.0,50,NaN,null,null
08:34:25.431000,39.15,22500,37.0,50,NaN,null,null
08:34:25.431000,39.15,22500,37.0,50,NaN,null,null
08:34:42.684000,39.15,22500,37.0,50,NaN,null,null
08:34:42.684000,39.15,22500,37.0,50,NaN,null,null
08:34:42.758000,39.15,22500,37.0,50,NaN,null,null
08:35:20.010000,39.15,22500,37.0,50,NaN,null,null
08:35:20.010000,39.15,22500,37.0,50,NaN,null,null
08:42:46.288000,39.15,22500,37.0,50,NaN,null,null
08:42:46.288000,39.15,22500,37.0,50,NaN,null,null
08:44:08.010000,39.15,22500,37.0,50,NaN,null,null
08:44:08.010000,39.15,22500,37.0,50,NaN,null,null
08:44:17.328000,39.15,22500,37.0,50,NaN,null,null
08:44:17.328000,39.15,22500,37.0,50,NaN,null,null
08:44:22.921000,39.15,22500,37.0,50,NaN,null,null
08:44:22.921000,22500,37.0,50,NaN,null,null
08:45:02.008000,39.15,22500,36.550000000000004,50,NaN,null,null
08:46:21.922000,39.15,22500,36.550000000000004,50,NaN,null,null
08:46:21.922000,39.15,22500,36.550000000000004,50,NaN,null,null
08:48:06.756000,39.15,22500,36.550000000000004,50,NaN,null,null
08:48:43.085000,39.15,22500,36.550000000000004,50,NaN,null,null
08:50:02.936000,39.62,1491,36.550000000000004,50,NaN,null,null
08:50:05.416000,39.62,1491,36.550000000000004,50,NaN,null,null
08:50:05.416000,39.62,1491,36.550000000000004,50,NaN,null,null
08:50:05.863000,39.62,1491,36.550000000000004,50,NaN,null,null
08:50:05.863000,39.62,1491,36.550000000000004,50,NaN,null,null
08:50:20.538000,39.62,1491,36.17,1581,NaN,null,null
08:50:20.538000,39.62,1491,36.17,1581,NaN,null,null
08:51:39.421000,39.62,1491,36.17,1581,NaN,null,null
08:51:39.421000,39.62,1491,36.17,1581,NaN,null,null
08:52:14.460000,39.62,1491,36.17,1581,NaN,null,null
08:52:14.460000,39.62,1491,36.17,1581,NaN,null,null
08:54:23.110000,39.62,1491,36.17,1581,NaN,null,null
08:54:23.110000,39.62,1491,36.17,1581,NaN,null,null
08:54:23.166000,39.62,1491,36.17,1581,NaN,null,null
08:54:23.166000,39.62,1491,36.17,1581,NaN,null,null
08:55:02.832000,39.62,1491,36.17,1581,NaN,null,null
08:55:02.832000,39.62,1491,36.17,1581,NaN,null,null
08:55:20.691000,39.62,1491,36.17,1581,NaN,null,null
08:55:20.691000,39.62,1491,36.17,1581,NaN,null,null
08:55:32.528000,39.62,1491,36.17,1581,NaN,null,null
08:56:09.956000,39.62,1491,36.17,1581,NaN,null,null
08:56:30.624000,41.93,628,36.17,1581,NaN,null,null
08:56:32.734000,41.93,628,32.7,6700,NaN,null,null
08:56:32.734000,41.93,628,32.7,6700,NaN,null,null
08:57:00.147000,41.93,628,32.7,6700,NaN,null,null
08:57:00.760000,41.93,628,32.7,6700,NaN,null,null
08:57:00.760000,41.93,628,32.7,6700,NaN,null,null
08:57:11.945000,41.93,628,32.7,6700,NaN,null,null
08:57:11.945000,41.93,628,32.7,6700,NaN,null,null
08:57:12.025000,41.93,628,32.7,6700,NaN,null,null
08:57:12.025000,41.93,628,32.7,6700,NaN,null,null
08:57:12.125000,41.93,628,32.7,6700,NaN,null,null
08:57:12.125000,41.93,628,32.7,6700,NaN,null,null
08:57:15.122000,41.93,628,32.7,6700,NaN,null,null
08:57:15.188000,42.39,1772,32.7,6700,NaN,null,null
08:57:15.188000,42.39,1772,32.7,6700,NaN,null,null
08:57:15.593000,42.39,2400,32.7,6700,NaN,null,null
08:57:19.699000,42.39,2400,32.7,6700,NaN,null,null
08:57:20.488000,42.39,2400,32.7,6700,NaN,null,null
08:57:20.488000,42.39,2400,32.7,6700,NaN,null,null
08:57:21.516000,42.39,2400,32.7,6700,NaN,null,null
08:57:30.360000,42.39,2400,32.7,6700,NaN,null,null
08:57:30.360000,42.39,2400,32.7,6700,NaN,null,null
08:57:30.380000,42.39,2400,32.7,6700,NaN,null,null
08:57:30.380000,42.39,2400,32.7,6700,NaN,null,null
08:57:32.201000,42.39,2400,32.7,6700,NaN,null,null
08:57:32.201000,42.39,2400,32.7,6700,NaN,null,null
08:57:38.185000,42.39,2400,32.7,6700,NaN,null,null
08:57:42.128000,42.39,2400,32.7,6700,NaN,null,null
08:57:42.128000,42.39,2400,32.7,6700,NaN,null,null
08:57:52.591000,42.39,2400,32.7,6700,NaN,null,null
08:58:00.297000,42.39,2400,32.7,6700,NaN,null,null
08:58:00.297000,42.39,2400,32.7,6700,NaN,null,null
08:58:00.713000,42.39,2400,32.7,6700,NaN,null,null
08:58:02.196000,42.39,2400,32.7,6700,NaN,null,null
08:58:02.196000,42.39,2400,32.7,6700,NaN,null,null
08:58:12.644000,42.39,2400,32.7,6700,NaN,null,null
08:58:12.644000,42.39,2400,32.7,6700,NaN,null,null
08:58:21.068000,42.39,2400,32.7,6700,NaN,null,null
08:58:21.069000,42.39,2400,32.7,6700,NaN,null,null
08:58:32.883000,42.39,2400,32.7,6700,NaN,null,null
